"Class Nbr","Subject","Catalog","Section","Description","Capacity","Total Enrolled","Available Seats","Total Waitlisted","In Shopping Cart","Unmet Demand","Class Start Time","Class End Time","Meeting Days","Facility ID","Instructor","Start Date","End Date"
2654,"PH",699,54,"Thesis, Dissertation or Sp Pro",10,0,10,0,0,0,,,,,"Lawrence S Schulman","01/10/2019","04/26/2019"
2382,"PH",699,53,"Thesis, Dissertation or Sp Pro",10,1,9,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
2740,"PH",531,1,"Quantum Physics I",30,11,19,0,0,0,"2:30PM","3:45PM","TR","SC346","Daniel ben-Avraham","01/10/2019","04/26/2019"
3967,"PH",526,1,"Intro to Biophysics",30,6,24,0,1,0,"4:00PM","5:15PM","TR","PR2001","Jan Scrimgeour","01/10/2019","04/26/2019"
2879,"PH",570,11,"Directed Study Experimental",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3094,"PH",541,1,"Solid State Physics I",30,5,25,0,0,0,"4:00PM","5:15PM","MW","SC356","Maria E Gracheva","01/10/2019","04/26/2019"
3130,"PH",480,67,"Internship/Co-op in Physics",0,0,0,0,0,0,,,,,"Maria E Gracheva","01/10/2019","04/26/2019"
3257,"PH",480,11,"Internship/Co-op in Physics",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
3969,"PH",523,1,"Optics",30,3,27,0,0,0,"2:00PM","2:50PM","MWF","SC344","Dmitriy Melnikov","01/10/2019","04/26/2019"
4227,"PH",487,1,"BNL Advance Synchrotron",30,9,21,0,0,0,,,,,"Emanuela Silvana Andreescu","01/10/2019","04/26/2019"
2878,"PH",661,59,"Classical Mechanics",12,3,9,0,0,0,"1:30PM","2:45PM","TR","SC266","Dhara Trivedi","01/10/2019","04/26/2019"
4226,"PH",587,1,"BNL Advance Synchrotron",30,9,21,0,0,0,,,,,"Emanuela Silvana Andreescu","01/10/2019","04/26/2019"
2964,"PH",681,67,"Selected Topics in Physics I",0,0,0,0,0,0,,,,,"Maria E Gracheva","01/10/2019","04/26/2019"
4223,"PH",669,1,"Quantum Mechanics I",30,11,19,0,0,0,"2:30PM","3:45PM","TR","SC346","Daniel ben-Avraham","01/10/2019","04/26/2019"
2839,"PH",574,67,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Maria E Gracheva","01/10/2019","04/26/2019"
3897,"PH",574,8,"Directed Study Theoretical",30,0,30,0,0,0,,,,,"Daniel ben-Avraham","01/10/2019","04/26/2019"
3037,"PH",574,69,"Directed Study Theoretical",0,0,0,0,0,0,,,,,"Dmitriy Melnikov","01/10/2019","04/26/2019"
2318,"PH",132,13,"Physics II",0,15,-15,0,1,16,"3:00PM","4:50PM","M","SC272","Michael W Ramsdell","01/10/2019","04/26/2019"
2317,"PH",132,12,"Physics II",24,13,11,0,0,0,"1:00PM","2:50PM","M","SC260",,"01/10/2019","04/26/2019"
2611,"PH",132,15,"Physics II",24,20,4,0,3,0,"8:00AM","9:50AM","T","SC260",,"01/10/2019","04/26/2019"
2319,"PH",132,14,"Physics II",24,24,0,0,0,0,"3:00PM","4:50PM","M","SC260",,"01/10/2019","04/26/2019"
2261,"PH",132,2,"Physics II",240,104,136,0,0,0,"11:00AM","11:50AM","MWF","SC360","Michael W Ramsdell","01/10/2019","04/26/2019"
2248,"PH",132,1,"Physics II",240,141,99,0,0,0,"10:00AM","10:50AM","MWF","SC360","Michael W Ramsdell","01/10/2019","04/26/2019"
2316,"PH",132,11,"Physics II",24,21,3,0,1,0,"1:00PM","2:50PM","M","SC272",,"01/10/2019","04/26/2019"
2336,"PH",132,3,"Physics II",240,99,141,0,0,0,"12:00PM","12:50PM","MWF","SC360","Joshua David Thomas","01/10/2019","04/26/2019"
2324,"PH",132,21,"Physics II",24,18,6,0,0,0,"3:00PM","4:50PM","T","SC272",,"01/10/2019","04/26/2019"
2323,"PH",132,20,"Physics II",0,20,-20,0,0,20,"1:00PM","2:50PM","T","SC272","Joshua David Thomas","01/10/2019","04/26/2019"
2932,"PH",132,23,"Physics II",24,8,16,0,0,0,"10:00AM","11:50AM","W","SC260",,"01/10/2019","04/26/2019"
2325,"PH",132,22,"Physics II",24,13,11,0,0,0,"3:00PM","4:50PM","T","SC260",,"01/10/2019","04/26/2019"
2320,"PH",132,17,"Physics II",0,16,-16,0,2,18,"10:00AM","11:50AM","T","SC260","Joshua David Thomas","01/10/2019","04/26/2019"
3021,"PH",132,16,"Physics II",0,0,0,0,0,0,"8:00AM","9:50AM","T","SC260","Joshua David Thomas","01/10/2019","04/26/2019"
2322,"PH",132,19,"Physics II",24,24,0,0,1,1,"1:00PM","2:50PM","T","SC260",,"01/10/2019","04/26/2019"
2321,"PH",132,18,"Physics II",9,4,5,0,10,5,"10:00AM","11:50AM","T","SC272",,"01/10/2019","04/26/2019"
2850,"PH",131,30,"Physics I",24,22,2,0,1,0,"3:00PM","4:50PM","M","SC260",,"01/10/2019","04/26/2019"
2849,"PH",131,20,"Physics I",24,24,0,0,0,0,"1:00PM","2:50PM","M","SC260",,"01/10/2019","04/26/2019"
2314,"PH",131,50,"Physics I",24,23,1,0,0,0,"10:00AM","11:50AM","W","SC260",,"01/10/2019","04/26/2019"
3092,"PH",131,40,"Physics I",24,24,0,0,2,2,"12:30PM","2:20PM","T","SC260",,"01/10/2019","04/26/2019"
2247,"PH",131,1,"Physics I",160,159,1,0,0,0,"2:30PM","3:45PM","TR","SC360","Dmitriy Melnikov","01/10/2019","04/26/2019"
2664,"PH",31,30,"Elementary Physics I",1,0,1,0,1,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
3091,"PH",131,10,"Physics I",24,24,0,0,1,1,"10:00AM","11:50AM","M","SC260",,"01/10/2019","04/26/2019"
2848,"PH",131,2,"Physics I",150,96,54,0,0,0,"4:00PM","5:15PM","TR","SC360","Dmitriy Melnikov","01/10/2019","04/26/2019"
2957,"PH",131,95,"Physics I",24,24,0,0,1,1,"8:00AM","9:50AM","W","SC260",,"01/10/2019","04/26/2019"
2915,"PH",131,90,"Physics I",24,24,0,0,2,2,"10:00AM","11:50AM","F","SC260",,"01/10/2019","04/26/2019"
3188,"PH",131,97,"Physics I",0,0,0,0,0,0,"8:00AM","9:50AM","M","SC260",,"01/10/2019","04/26/2019"
3225,"PH",131,96,"Physics I",24,17,7,0,1,0,"8:00AM","9:50AM","F","SC260",,"01/10/2019","04/26/2019"
2852,"PH",131,70,"Physics I",24,24,0,0,4,4,"3:00PM","4:50PM","W","SC260",,"01/10/2019","04/26/2019"
2851,"PH",131,60,"Physics I",24,25,-1,0,1,2,"1:00PM","2:50PM","W","SC260",,"01/10/2019","04/26/2019"
2315,"PH",131,80,"Physics I",24,24,0,0,0,0,"12:30PM","2:20PM","R","SC260",,"01/10/2019","04/26/2019"
3840,"PH",301,41,"Teaching Meth in Physics I",5,2,3,0,0,0,,,,,"Joshua David Thomas","01/10/2019","04/26/2019"
2390,"PH",301,39,"Teaching Meth in Physics I",0,0,0,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
2739,"PH",302,39,"Teaching Meth in Physics II",0,0,0,0,0,0,,,,,"Michael W Ramsdell","01/10/2019","04/26/2019"
2853,"PH",302,11,"Teaching Meth in Physics II",0,2,-2,0,0,2,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
2738,"PH",142,40,"Physics for Life Sciences II",24,17,7,0,1,0,"3:00PM","4:50PM","W","SC272",,"01/10/2019","04/26/2019"
2338,"PH",142,30,"Physics for Life Sciences II",0,0,0,0,0,0,"9:00AM","10:50AM","R","SC272",,"01/10/2019","04/26/2019"
2250,"PH",221,1,"Theoretical Mechanics I",30,15,15,0,2,0,"1:00PM","2:15PM","TR","SC348","Lawrence S Schulman","01/10/2019","04/26/2019"
3152,"PH",157,1,"Elementary Astronomy",40,40,0,1,12,13,"4:00PM","5:15PM","TR","SC356","Joshua David Thomas","01/10/2019","04/26/2019"
3093,"PH",341,1,"Solid State Physics I",30,5,25,0,0,0,"4:00PM","5:15PM","MW","SC356","Maria E Gracheva","01/10/2019","04/26/2019"
2253,"PH",331,1,"Quantum Physics I",30,11,19,0,1,0,"2:30PM","3:45PM","TR","SC346","Daniel ben-Avraham","01/10/2019","04/26/2019"
2398,"PH",401,11,"Teaching Meth in Physics III",0,0,0,0,0,0,,,,,"Dipankar Roy","01/10/2019","04/26/2019"
2396,"PH",372,1,"Physical Chemistry II",29,18,11,0,0,0,"1:00PM","2:15PM","TR","SN112","Fadi Bou-Abdallah","01/10/2019","04/26/2019"
3968,"PH",323,1,"Optics",30,3,27,0,2,0,"2:00PM","2:50PM","MWF","SC344","Dmitriy Melnikov","01/10/2019","04/26/2019"
4068,"PH",320,"TRU","Physical Models of Living Sys",30,4,26,0,0,0,,,,"TRU_SEM","Jan Scrimgeour","01/10/2019","04/26/2019"
2252,"PH",328,1,"Experimental Physics II",14,9,5,0,0,0,"9:30AM","12:15PM","T","SC266","Dipankar Roy","01/10/2019","04/26/2019"
2251,"PH",327,1,"Experimental Physics I",14,9,5,0,0,0,"9:30AM","12:15PM","T","SC266","Dipankar Roy","01/10/2019","04/26/2019"
2330,"PH",132,29,"Physics II",24,23,1,0,4,3,"10:00AM","11:50AM","R","SC272",,"01/10/2019","04/26/2019"
2329,"PH",132,28,"Physics II",24,14,10,0,1,0,"3:00PM","4:50PM","W","SC260",,"01/10/2019","04/26/2019"
2332,"PH",132,31,"Physics II",24,19,5,0,1,0,"1:00PM","2:50PM","R","SC272",,"01/10/2019","04/26/2019"
2331,"PH",132,30,"Physics II",12,12,0,0,0,0,"10:00AM","11:50AM","R","SC260",,"01/10/2019","04/26/2019"
2326,"PH",132,25,"Physics II",24,8,16,0,0,0,"1:00PM","2:50PM","W","SC272",,"01/10/2019","04/26/2019"
3022,"PH",132,24,"Physics II",0,0,0,0,0,0,"8:00AM","9:50AM","R","SC260","Michael W Ramsdell","01/10/2019","04/26/2019"
2328,"PH",132,27,"Physics II",24,14,10,0,1,0,"3:00PM","4:50PM","W","SC272",,"01/10/2019","04/26/2019"
2327,"PH",132,26,"Physics II",24,7,17,0,0,0,"1:00PM","2:50PM","W","SC260",,"01/10/2019","04/26/2019"
2249,"PH",142,1,"Physics for Life Sciences II",88,49,39,0,0,0,"12:30PM","1:50PM","TR","SC362",,"01/10/2019","04/26/2019"
2569,"PH",132,35,"Physics II",24,17,7,0,1,0,"10:00AM","11:50AM","F","SC260",,"01/10/2019","04/26/2019"
2933,"PH",142,20,"Physics for Life Sciences II",24,19,5,0,0,0,"3:00PM","4:50PM","T","SC272",,"01/10/2019","04/26/2019"
2337,"PH",142,10,"Physics for Life Sciences II",24,13,11,0,0,0,"9:00AM","10:50AM","T","SC272",,"01/10/2019","04/26/2019"
2334,"PH",132,33,"Physics II",24,11,13,0,0,0,"3:00PM","4:50PM","R","SC272",,"01/10/2019","04/26/2019"
2333,"PH",132,32,"Physics II",24,13,11,0,0,0,"1:00PM","2:50PM","R","SC260",,"01/10/2019","04/26/2019"
2335,"PH",132,34,"Physics II",24,10,14,0,2,0,"3:00PM","4:50PM","R","SC260",,"01/10/2019","04/26/2019"
2546,"PHIL",490,92,"Independent Study",99,0,99,0,0,0,,,,,"Jerry W Gravander","01/10/2019","04/26/2019"
2555,"PHIL",499,24,"Minor Portfolio",99,1,98,0,0,0,,,,,"Christopher C Robinson","01/10/2019","04/26/2019"
2548,"PHIL",490,61,"Independent Study",99,0,99,0,0,0,,,,,"William Vitek","01/10/2019","04/26/2019"
2554,"PHIL",499,92,"Minor Portfolio",99,0,99,0,0,0,,,,,"Jerry W Gravander","01/10/2019","04/26/2019"
3388,"PHIL",590,61,"Independent Study",30,0,30,0,0,0,,,,,"William Vitek","01/10/2019","04/26/2019"
2556,"PHIL",499,61,"Minor Portfolio",99,0,99,0,0,0,,,,,"William Vitek","01/10/2019","04/26/2019"
4004,"PHIL",241,1,"Medical Ethics",30,28,2,0,6,4,"2:00PM","2:50PM","MWF","SC340","Christopher C Robinson","01/10/2019","04/26/2019"
4034,"PHIL",243,1,"Business Ethics",42,30,12,0,1,0,"1:00PM","2:15PM","TR","SC356","Joseph Ilario Andriano","01/10/2019","04/26/2019"
4003,"PHIL",222,1,"Philosophy for Life",40,37,3,0,16,13,"1:00PM","2:15PM","TR","ER102","Michael N Garcia","01/10/2019","04/26/2019"
2717,"PHIL",490,42,"Independent Study",99,0,99,0,0,0,,,,,"Jerry W Gravander","01/10/2019","04/26/2019"
2547,"PHIL",490,24,"Independent Study",99,1,98,0,0,0,,,,,"Christopher C Robinson","01/10/2019","04/26/2019"
3643,"PHY",580,41,"MAT Project In Physics",30,14,16,0,0,0,"3:50PM","6:20PM","T","NT306","Richard C Lasselle","01/10/2019","04/26/2019"
2549,"POL",490,24,"Independent Study",99,0,99,0,1,0,,,,,"Christopher C Robinson","01/10/2019","04/26/2019"
2697,"POL",499,4,"Minor Portfolio",30,0,30,0,0,0,,,,,"Stephen Douglas Bird","01/10/2019","04/26/2019"
2696,"POL",490,4,"Independent Study",99,2,97,0,0,0,,,,,"Stephen Douglas Bird","01/10/2019","04/26/2019"
3901,"POL",499,36,"Minor Portfolio",30,0,30,0,0,0,,,,,"Christina Vassiliki Xydias","01/10/2019","04/26/2019"
3704,"POL",571,1,"Energy Policy",42,42,0,0,2,2,"5:30PM","6:45PM","TR","SN177","Stephen Douglas Bird","01/10/2019","04/26/2019"
2557,"POL",499,24,"Minor Portfolio",30,1,29,0,0,0,,,,,"Christopher C Robinson","01/10/2019","04/26/2019"
3618,"POL",260,1,"Intro to Public Policy",35,35,0,0,2,2,"2:30PM","3:45PM","TR","SC166","Stephen Douglas Bird","01/10/2019","04/26/2019"
4113,"POL",330,1,"Politics in the Americas",25,24,1,0,1,0,"9:30AM","10:45AM","TR","SN112","Elizabeth Stein","01/10/2019","04/26/2019"
4005,"POL",230,1,"Intro to Global Politics",32,32,0,0,2,2,"3:00PM","3:50PM","MWF","SN129","Christina Vassiliki Xydias","01/10/2019","04/26/2019"
4007,"POL",362,1,"Human Rights Law and Politics",29,31,-2,0,6,8,"1:00PM","1:50PM","MWF","SC348","Christopher C Robinson","01/10/2019","04/26/2019"
3705,"POL",471,1,"Energy Policy",42,42,0,0,3,3,"5:30PM","6:45PM","TR","SN177","Stephen Douglas Bird","01/10/2019","04/26/2019"
4006,"POL",350,1,"Intl Dev and Social Change",15,9,6,0,0,0,"4:00PM","5:15PM","TR","TC208","Elizabeth Stein","01/10/2019","04/26/2019"
2479,"PT","607B",10,"Professional Practice IV-B",30,19,11,0,0,0,,,,,"Jaime Bicknell","01/07/2019","05/07/2019"
2473,"PT",606,40,"Neuromuscular Phy Therapy II",30,1,29,0,0,0,,,,,"Susanne Yenoli","01/07/2019","05/07/2019"
2417,"PT",615,10,"PT/Multiple Sys Disorders I",30,19,11,0,0,0,,,,,"Heather Mary Shattuck","01/07/2019","05/07/2019"
2415,"PT",615,1,"PT/Multiple Sys Disorders I",30,19,11,0,0,0,,,,,"Heather Mary Shattuck","01/07/2019","05/07/2019"
2411,"PT",606,12,"Neuromuscular Phy Therapy II",30,6,24,0,0,0,,,,,"Victor Caamano","01/07/2019","05/07/2019"
2409,"PT",606,11,"Neuromuscular Phy Therapy II",30,7,23,0,0,0,,,,,"Heather Mary Shattuck","01/07/2019","05/07/2019"
2431,"PT",606,20,"Neuromuscular Phy Therapy II",30,18,12,0,0,0,,,,,"Rebecca Ann Martin","01/07/2019","05/07/2019"
2434,"PT",606,13,"Neuromuscular Phy Therapy II",30,6,24,0,0,0,,,,,"Susanne Yenoli","01/07/2019","05/07/2019"
2432,"PT",618,31,"Research Data Collection",30,19,11,0,0,0,,,,,"Ali Boolani","01/07/2019","05/07/2019"
2481,"PT","617A",1,"Professional Practice V-A",30,19,11,0,0,0,,,,,"Jaime Bicknell","01/07/2019","05/07/2019"
2485,"PT",677,11,"Professional Practice VII",30,21,9,0,0,0,,,,,"Jaime Bicknell","01/07/2019","05/07/2019"
2483,"PT",667,11,"Professional Practice VI",30,21,9,0,0,0,,,,,"Jaime Bicknell","01/07/2019","05/07/2019"
2425,"PT",615,12,"PT/Multiple Sys Disorders I",30,6,24,0,0,0,,,,,"Eve Huska","01/07/2019","05/07/2019"
2419,"PT",615,11,"PT/Multiple Sys Disorders I",30,7,23,0,0,0,,,,,"Erica Brown","01/07/2019","05/07/2019"
2441,"PT",615,13,"PT/Multiple Sys Disorders I",30,6,24,0,0,0,,,,,"Susan Pierce","01/07/2019","05/07/2019"
4053,"PT",515,11,"Cardiopulmonary-Exercise Sci",8,5,3,0,0,0,,,,,,"01/07/2019","05/07/2019"
2503,"PT",515,10,"Cardiopulmonary-Exercise Sci",30,26,4,0,0,0,,,,,"Tushar Sirsat","01/07/2019","05/07/2019"
2403,"PT",515,13,"Cardiopulmonary-Exercise Sci",30,5,25,0,0,0,,,,,"Lynzie Schulte","01/07/2019","05/07/2019"
4054,"PT",515,12,"Cardiopulmonary-Exercise Sci",8,5,3,0,0,0,,,,,"Victor Caamano","01/07/2019","05/07/2019"
3903,"PT",300,8,"Independent Study",30,5,25,0,1,0,,,,,"Ali Boolani","01/10/2019","04/26/2019"
2944,"PT",105,1,"Introduction to PT I",15,14,1,0,5,4,"4:30PM","5:30PM","M","CH2016","Leslie N Russek","01/10/2019","04/26/2019"
2401,"PT",515,1,"Cardiopulmonary-Exercise Sci",30,26,4,0,2,0,,,,,"Christopher D Towler","01/07/2019","05/07/2019"
2397,"PT",518,1,"Evidence-Based Practice",30,26,4,0,0,0,,,,,"Moshe Marko","01/07/2019","05/07/2019"
2399,"PT",517,1,"Professional Practice I",30,26,4,0,0,0,,,,,"Jaime Bicknell","01/07/2019","05/07/2019"
2413,"PT",606,10,"Neuromuscular Phy Therapy II",30,19,11,0,0,0,,,,,"Tushar Sirsat","01/07/2019","05/07/2019"
2407,"PT",606,1,"Neuromuscular Phy Therapy II",30,19,11,0,2,0,,,,,"Rebecca Ann Martin","01/07/2019","05/07/2019"
2501,"PT",515,15,"Cardiopulmonary-Exercise Sci",30,5,25,0,0,0,,,,,"Janet L Parcell Mitchell","01/07/2019","05/07/2019"
2440,"PT",515,14,"Cardiopulmonary-Exercise Sci",30,6,24,0,0,0,,,,,,"01/07/2019","05/07/2019"
2421,"PT",515,20,"Cardiopulmonary-Exercise Sci",30,26,4,0,0,0,,,,,"Christopher D Towler","01/07/2019","05/07/2019"
3026,"PY",480,96,"DS in Psychology",30,0,30,0,0,0,,,,,"Jennifer Marie Knack","01/10/2019","04/26/2019"
3034,"PY",483,9,"DS in Cognitive Psychology",30,0,30,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
3025,"PY",480,77,"DS in Psychology",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
3751,"PY",491,96,"DR in Health Psychology",30,6,24,0,0,0,,,,,"Jennifer Marie Knack","01/10/2019","04/26/2019"
3753,"PY",492,77,"DR in Psychophysiology",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
3750,"PY",491,77,"DR in Health Psychology",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
3974,"PY",456,1,"Experimental Psychology",40,33,7,0,0,0,"12:00PM","12:50PM","MWF","SN213","Lisa Suzanne Legault","01/10/2019","04/26/2019"
3975,"PY",457,1,"Experimental Psychology Lab",40,31,9,0,1,0,"2:00PM","3:50PM","F","SC166","Lisa Suzanne Legault","01/10/2019","04/26/2019"
3973,"PY",412,1,"Psych Center Prof Experience",20,6,14,0,0,0,"9:00AM","10:50AM","TR","TC208","Lisa Suzanne Legault","01/10/2019","04/26/2019"
2695,"PY",480,9,"DS in Psychology",30,0,30,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
4064,"PY",464,1,"Clinical Psychology",30,18,12,0,0,0,"8:00AM","8:50AM","MWF","SC344","Elizabeth Pienkos","01/10/2019","04/26/2019"
4320,"PY",496,108,"DR in Psychology",30,0,30,0,1,0,,,,,"Leslie N Russek","01/10/2019","04/26/2019"
3759,"PY",496,77,"DR in Psychology",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
3742,"PY",496,9,"DR in Psychology",30,1,29,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
3059,"PY",900,77,"Thesis, Diss or Spec Proj",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
3760,"PY",496,96,"DR in Psychology",30,3,27,0,0,0,,,,,"Jennifer Marie Knack","01/10/2019","04/26/2019"
3755,"PY",493,77,"DR in Cognitive Psychology",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
3756,"PY",494,77,"DR in Social Psychology",30,1,29,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
3741,"PY",493,9,"DR in Cognitive Psychology",30,5,25,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
4146,"PY",495,33,"DR in Clinical Psychology",30,3,27,0,0,0,,,,,"Elizabeth Pienkos","01/10/2019","04/26/2019"
3757,"PY",494,96,"DR in Social Psychology",30,0,30,0,0,0,,,,,"Jennifer Marie Knack","01/10/2019","04/26/2019"
2062,"PY",286,1,"Organizational Behavior I",55,58,-3,0,5,8,"9:30AM","10:45AM","TR","SN213","Floyd S Ormsbee","01/10/2019","04/26/2019"
2106,"PY",286,2,"Organizational Behavior I",76,77,-1,0,3,4,"11:00AM","12:15PM","TR","SN213","Floyd S Ormsbee","01/10/2019","04/26/2019"
2446,"PY",255,1,"Cognitive Psychology",48,48,0,0,8,8,"9:30AM","10:45AM","TR","ER102","Andreas K Wilke","01/10/2019","04/26/2019"
3972,"PY",363,"TRU","Decision Making for Biomed Sci",30,4,26,0,0,0,,,,"TRU_SEM","Andreas K Wilke","01/10/2019","04/26/2019"
3926,"PY",358,1,"Animal Learning and Cognition",48,48,0,0,2,2,"11:00AM","11:50AM","MWF","SN177","Tom A Langen","01/10/2019","04/26/2019"
2846,"PY",151,2,"Introduction to Psychology",100,66,34,0,4,0,"9:00AM","9:50AM","MWF","CB177","Elizabeth Pienkos","01/10/2019","04/26/2019"
2255,"PY",151,"D1","Introduction to Psychology",100,103,-3,0,8,11,,,,"ONLINE","Gary F Kelly","01/10/2019","04/26/2019"
2284,"PY",151,1,"Introduction to Psychology",100,100,0,0,9,9,"11:00AM","12:15PM","TR","SC162","Andreas K Wilke","01/10/2019","04/26/2019"
4286,"PY",246,"D2","Educational Psychology",20,20,0,0,3,3,,,,"ONLINE","Matthew Amore Raso","01/10/2019","04/26/2019"
3351,"PY",246,"D1","Educational Psychology",20,25,-5,0,12,17,,,,"ONLINE","Matthew Amore Raso","01/10/2019","04/26/2019"
2694,"PY",403,9,"Intern: Psyc in Hlth Care Env",30,1,29,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
4325,"PY",403,77,"Intern: Psyc in Hlth Care Env",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
2354,"PY",402,96,"Internship: Personell Relation",30,0,30,0,0,0,,,,,"Jennifer Marie Knack","01/10/2019","04/26/2019"
3973,"PY",412,1,"Psych Center Prof Experience",20,6,14,0,0,0,"8:00AM","5:00PM","T",,,"01/10/2019","04/26/2019"
2357,"PY",403,96,"Intern: Psyc in Hlth Care Env",30,1,29,0,0,0,,,,,"Jennifer Marie Knack","01/10/2019","04/26/2019"
4323,"PY",401,77,"Internship - Counseling Psyc",30,0,30,0,1,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
2353,"PY",401,96,"Internship - Counseling Psyc",30,0,30,0,0,0,,,,,"Jennifer Marie Knack","01/10/2019","04/26/2019"
2692,"PY",401,9,"Internship - Counseling Psyc",30,0,30,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
4324,"PY",402,77,"Internship: Personell Relation",30,0,30,0,0,0,,,,,"Lisa Suzanne Legault","01/10/2019","04/26/2019"
2693,"PY",402,9,"Internship: Personell Relation",30,1,29,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
3136,"SA&S",499,42,"Bio, Behavior, and Soc Min Por",30,0,30,0,0,0,,,,,"Tom A Langen","01/10/2019","04/26/2019"
3135,"SA&S",499,18,"Bio, Behavior, and Soc Min Por",30,0,30,0,0,0,,,,,"Annegret D Staiger","01/10/2019","04/26/2019"
3137,"SA&S",499,91,"Bio, Behavior, and Soc Min Por",30,0,30,0,0,0,,,,,"Stephen Trevor Casper","01/10/2019","04/26/2019"
3134,"SA&S",499,9,"Bio, Behavior, and Soc Min Por",30,1,29,0,0,0,,,,,"Andreas K Wilke","01/10/2019","04/26/2019"
2720,"SA&S",300,1,"Arts & Sciences Seminar",30,6,24,0,0,0,"12:00PM","12:50PM","MW","SN330",,"01/10/2019","04/26/2019"
2720,"SA&S",300,1,"Arts & Sciences Seminar",30,6,24,0,0,0,"12:00PM","12:50PM","F","SN212","Christino Tamon","01/10/2019","04/26/2019"
3394,"SA&S",410,92,"Professional Experience",30,0,30,0,0,0,,,,,"Jerry W Gravander","01/10/2019","04/26/2019"
3191,"SA&S",400,92,"Internship",30,0,30,0,0,0,,,,,"Jerry W Gravander","01/10/2019","04/26/2019"
4118,"SB",678,1,"Inventive Practices",30,5,25,0,0,0,"2:00PM","4:45PM","W","SN238","Daved Barry","01/10/2019","04/26/2019"
4302,"SB",664,61,"Entrepreneurship",1,1,0,0,0,0,,,,"ONLINE","Bela Louis Musits","01/07/2019","03/15/2019"
4052,"SB",681,1,"Logistics Strategies",30,9,21,0,0,0,"12:00PM","2:30PM","F","SNB10M","Santosh K Mahapatra","01/10/2019","04/26/2019"
2423,"SB",641,1,"Adv Topics: Simulation & Anlys",32,17,15,0,0,0,"1:00PM","2:15PM","TR","SN212","Chen Xiang","01/07/2019","04/26/2019"
2405,"SB",613,1,"Entrepreneurship & New Venture",45,12,33,0,1,0,"6:45PM","9:30PM","W","SN213","Dale A Rice","01/07/2019","04/26/2019"
3679,"SB",641,"B1","Adv Topics: Simulation & Anlys",30,22,8,0,0,0,,,,"ONLINE","Jose Jimenez","01/10/2019","04/26/2019"
4234,"SB",693,3,"Seminar in Int'l Business I",20,1,19,0,0,0,,,,,"Bebonchu Atems","01/10/2019","04/26/2019"
4217,"SB",693,2,"Seminar in Int'l Business I",20,14,6,0,0,0,"7:00PM","8:30PM","R","SN118",,"01/10/2019","04/26/2019"
2359,"SB",696,1,"Global Business Strategies",15,19,-4,0,1,5,"9:30AM","10:45AM","TR","SC342","Sandra L Fisher","01/07/2019","04/26/2019"
4098,"SB",687,50,"Special Graduate Topics",30,1,29,0,0,0,,,,,"Zhaleh Semnani-Azad","01/10/2019","04/26/2019"
4216,"SB",693,1,"Seminar in Int'l Business I",20,16,4,0,0,0,"9:30AM","10:45AM","M","TC208","Floyd S Ormsbee","01/10/2019","04/26/2019"
4037,"SB",381,1,"Logistics Management",30,23,7,0,1,0,"9:30AM","10:45AM","TR","SC356","Santosh K Mahapatra","01/10/2019","04/26/2019"
2881,"SB",322,1,"Des & Leading Innovative Vent",20,19,1,0,5,4,"11:00AM","12:15PM","MW","SC166","Marc S Compeau","01/10/2019","04/26/2019"
4038,"SB",381,2,"Logistics Management",30,41,-11,0,5,16,"1:00PM","2:15PM","TR","SN177","Santosh K Mahapatra","01/10/2019","04/26/2019"
3230,"SB",115,1,"Foundations of Innov & Entre",0,15,-15,0,3,18,"10:00AM","12:50PM","F","SN112",,"01/10/2019","04/26/2019"
